time_to_first_matter	time_to_first_time_entry	time_to_first_bill	time_to_second_user	page_views_in_first_hour	page_views_in_first_day	page_views_in_first_7_days	page_views_in_first_14_days	page_views_in_first_day_norm	page_views_in_first_7_days_norm	page_views_in_first_14_days_norm	time_delta_day	time_delta_week	time_delta_2weeks	Conversion
				25.0	25.0	25.0	25.0	3.5714285714285716	0.1488095238095238	0.0744047619047619	21.428571428571427	3.422619047619048	0.0744047619047619	No
				27.0	27.0	27.0	54.0	3.857142857142857	0.16071428571428573	0.08035714285714286	23.142857142857142	3.6964285714285716	0.08035714285714286	No
				7.0	7.0	7.0	7.0	1.0	0.041666666666666664	0.020833333333333332	6.0	0.9583333333333334	0.020833333333333332	No
205.0	1302.0		602916.0	10.0	14.0	30.0	31.0	2.0	0.17857142857142858	0.08928571428571429	8.0	1.8214285714285714	0.08928571428571429	No
996.0	1066.0	511667.0	66936.0	20.0	128.0	213.0	401.0	18.285714285714285	1.2678571428571428	0.6339285714285714	1.7142857142857153	17.017857142857142	0.6339285714285714	Yes
				17.0	17.0	17.0	17.0	2.4285714285714284	0.10119047619047619	0.050595238095238096	14.571428571428571	2.327380952380952	0.050595238095238096	No
				1.0	1.0	1.0	1.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
				13.0	13.0	13.0	13.0	1.8571428571428572	0.07738095238095238	0.03869047619047619	11.142857142857142	1.7797619047619049	0.03869047619047619	No
	72.0			3.0	3.0	3.0	3.0	0.42857142857142855	0.017857142857142856	0.008928571428571428	2.5714285714285716	0.4107142857142857	0.008928571428571428	No
				3.0	3.0	3.0	3.0	0.42857142857142855	0.017857142857142856	0.008928571428571428	2.5714285714285716	0.4107142857142857	0.008928571428571428	No
				9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
161817.0	1207301.0		442.0	13.0	13.0	241.0	478.0	1.8571428571428572	1.4345238095238095	0.7172619047619048	11.142857142857142	0.42261904761904767	0.7172619047619048	Yes
				4.0	5.0	9.0	9.0	0.7142857142857143	0.05357142857142857	0.026785714285714284	3.2857142857142856	0.6607142857142857	0.026785714285714284	No
				14.0	14.0	14.0	14.0	2.0	0.08333333333333333	0.041666666666666664	12.0	1.9166666666666667	0.041666666666666664	No
2845.0	3661.0	4525.0	993.0	102.0	212.0	761.0	834.0	30.285714285714285	4.529761904761905	2.2648809523809526	71.71428571428572	25.75595238095238	2.2648809523809526	Yes
948.0				27.0	40.0	40.0	40.0	5.714285714285714	0.23809523809523808	0.11904761904761904	21.285714285714285	5.476190476190476	0.11904761904761904	No
2606.0				21.0	21.0	21.0	21.0	3.0	0.125	0.0625	18.0	2.875	0.0625	No
				5.0	5.0	7.0	7.0	0.7142857142857143	0.041666666666666664	0.020833333333333332	4.285714285714286	0.6726190476190477	0.020833333333333332	No
				37.0	37.0	46.0	46.0	5.285714285714286	0.27380952380952384	0.13690476190476192	31.714285714285715	5.011904761904762	0.13690476190476192	No
16509.0	16509.0		16064.0	7.0	49.0	123.0	123.0	7.0	0.7321428571428571	0.36607142857142855	0.0	6.267857142857143	0.36607142857142855	No
				20.0	20.0	23.0	26.0	2.857142857142857	0.13690476190476192	0.06845238095238096	17.142857142857142	2.7202380952380953	0.06845238095238096	No
				3.0	3.0	28.0	28.0	0.42857142857142855	0.16666666666666666	0.08333333333333333	2.5714285714285716	0.26190476190476186	0.08333333333333333	No
				13.0	13.0	14.0	14.0	1.8571428571428572	0.08333333333333333	0.041666666666666664	11.142857142857142	1.773809523809524	0.041666666666666664	No
				7.0	7.0	7.0	7.0	1.0	0.041666666666666664	0.020833333333333332	6.0	0.9583333333333334	0.020833333333333332	No
				11.0	11.0	11.0	11.0	1.5714285714285714	0.06547619047619048	0.03273809523809524	9.428571428571429	1.505952380952381	0.03273809523809524	No
				12.0	12.0	12.0	12.0	1.7142857142857142	0.07142857142857142	0.03571428571428571	10.285714285714286	1.6428571428571428	0.03571428571428571	No
692844.0	692843.0			21.0	21.0	21.0	82.0	3.0	0.125	0.0625	18.0	2.875	0.0625	No
25984.0				1.0	25.0	41.0	41.0	3.5714285714285716	0.24404761904761904	0.12202380952380952	-2.5714285714285716	3.3273809523809526	0.12202380952380952	No
222.0	222.0			21.0	21.0	21.0	21.0	3.0	0.125	0.0625	18.0	2.875	0.0625	No
169.0	1297.0			13.0	13.0	13.0	13.0	1.8571428571428572	0.07738095238095238	0.03869047619047619	11.142857142857142	1.7797619047619049	0.03869047619047619	No
				6.0	6.0	8.0	15.0	0.8571428571428571	0.047619047619047616	0.023809523809523808	5.142857142857143	0.8095238095238095	0.023809523809523808	No
224.0	224.0	224.0		56.0	66.0	68.0	68.0	9.428571428571429	0.40476190476190477	0.20238095238095238	46.57142857142857	9.023809523809524	0.20238095238095238	No
				9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
281613.0	353365.0		16768.0	8.0	17.0	116.0	378.0	2.4285714285714284	0.6904761904761905	0.34523809523809523	5.571428571428571	1.738095238095238	0.34523809523809523	No
826.0	742.0		534.0	92.0	111.0	113.0	113.0	15.857142857142858	0.6726190476190477	0.33630952380952384	76.14285714285714	15.18452380952381	0.33630952380952384	No
			517.0	27.0	27.0	40.0	40.0	3.857142857142857	0.23809523809523808	0.11904761904761904	23.142857142857142	3.619047619047619	0.11904761904761904	Yes
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
				6.0	6.0	6.0	6.0	0.8571428571428571	0.03571428571428571	0.017857142857142856	5.142857142857143	0.8214285714285714	0.017857142857142856	No
				11.0	22.0	22.0	22.0	3.142857142857143	0.13095238095238096	0.06547619047619048	7.857142857142858	3.011904761904762	0.06547619047619048	No
				11.0	11.0	11.0	11.0	1.5714285714285714	0.06547619047619048	0.03273809523809524	9.428571428571429	1.505952380952381	0.03273809523809524	No
624.0	1421.0	1587.0		33.0	68.0	92.0	92.0	9.714285714285714	0.5476190476190477	0.27380952380952384	23.285714285714285	9.166666666666666	0.27380952380952384	No
				7.0	7.0	15.0	15.0	1.0	0.08928571428571429	0.044642857142857144	6.0	0.9107142857142857	0.044642857142857144	No
				17.0	17.0	17.0	17.0	2.4285714285714284	0.10119047619047619	0.050595238095238096	14.571428571428571	2.327380952380952	0.050595238095238096	No
				23.0	23.0	23.0	23.0	3.2857142857142856	0.13690476190476192	0.06845238095238096	19.714285714285715	3.1488095238095237	0.06845238095238096	No
				33.0	38.0	38.0	38.0	5.428571428571429	0.2261904761904762	0.1130952380952381	27.57142857142857	5.2023809523809526	0.1130952380952381	No
				6.0	6.0	6.0	6.0	0.8571428571428571	0.03571428571428571	0.017857142857142856	5.142857142857143	0.8214285714285714	0.017857142857142856	No
				22.0	59.0	59.0	59.0	8.428571428571429	0.35119047619047616	0.17559523809523808	13.571428571428571	8.077380952380953	0.17559523809523808	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
455.0	2683.0	6255.0	1189.0	71.0	518.0	667.0	673.0	74.0	3.9702380952380953	1.9851190476190477	-3.0	70.0297619047619	1.9851190476190477	Yes
12628.0	12628.0	12629.0		17.0	23.0	23.0	23.0	3.2857142857142856	0.13690476190476192	0.06845238095238096	13.714285714285715	3.1488095238095237	0.06845238095238096	No
				26.0	40.0	40.0	40.0	5.714285714285714	0.23809523809523808	0.11904761904761904	20.285714285714285	5.476190476190476	0.11904761904761904	No
3311.0	13563.0			6.0	56.0	58.0	58.0	8.0	0.34523809523809523	0.17261904761904762	-2.0	7.654761904761905	0.17261904761904762	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
16349.0				8.0	19.0	19.0	19.0	2.7142857142857144	0.1130952380952381	0.05654761904761905	5.285714285714286	2.6011904761904763	0.05654761904761905	No
426.0				19.0	19.0	19.0	19.0	2.7142857142857144	0.1130952380952381	0.05654761904761905	16.285714285714285	2.6011904761904763	0.05654761904761905	No
144.0	4585.0	4743.0		24.0	66.0	66.0	66.0	9.428571428571429	0.39285714285714285	0.19642857142857142	14.571428571428571	9.035714285714286	0.19642857142857142	No
				12.0	12.0	14.0	14.0	1.7142857142857142	0.08333333333333333	0.041666666666666664	10.285714285714286	1.630952380952381	0.041666666666666664	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
74352.0	677474.0		157228.0	16.0	115.0	505.0	1129.0	16.428571428571427	3.005952380952381	1.5029761904761905	-0.42857142857142705	13.422619047619046	1.5029761904761905	Yes
				1.0	2.0	11.0	11.0	0.2857142857142857	0.06547619047619048	0.03273809523809524	0.7142857142857143	0.22023809523809523	0.03273809523809524	No
				22.0	22.0	22.0	22.0	3.142857142857143	0.13095238095238096	0.06547619047619048	18.857142857142858	3.011904761904762	0.06547619047619048	No
	148.0			12.0	12.0	12.0	12.0	1.7142857142857142	0.07142857142857142	0.03571428571428571	10.285714285714286	1.6428571428571428	0.03571428571428571	No
				12.0	12.0	12.0	12.0	1.7142857142857142	0.07142857142857142	0.03571428571428571	10.285714285714286	1.6428571428571428	0.03571428571428571	No
293.0	292.0		405583.0	28.0	28.0	49.0	60.0	4.0	0.2916666666666667	0.14583333333333334	24.0	3.7083333333333335	0.14583333333333334	Yes
5158.0	6301.0	19785.0		23.0	130.0	230.0	280.0	18.571428571428573	1.369047619047619	0.6845238095238095	4.428571428571427	17.202380952380953	0.6845238095238095	Yes
				13.0	13.0	13.0	13.0	1.8571428571428572	0.07738095238095238	0.03869047619047619	11.142857142857142	1.7797619047619049	0.03869047619047619	No
76900.0	184647.0	184647.0		8.0	8.0	164.0	164.0	1.1428571428571428	0.9761904761904762	0.4880952380952381	6.857142857142858	0.16666666666666663	0.4880952380952381	No
				27.0	27.0	27.0	27.0	3.857142857142857	0.16071428571428573	0.08035714285714286	23.142857142857142	3.6964285714285716	0.08035714285714286	No
277.0	72765.0		61121.0	25.0	135.0	434.0	579.0	19.285714285714285	2.5833333333333335	1.2916666666666667	5.714285714285715	16.702380952380953	1.2916666666666667	Yes
				37.0	60.0	60.0	60.0	8.571428571428571	0.35714285714285715	0.17857142857142858	28.42857142857143	8.214285714285714	0.17857142857142858	No
				1.0	1.0	1.0	1.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
				11.0	11.0	11.0	11.0	1.5714285714285714	0.06547619047619048	0.03273809523809524	9.428571428571429	1.505952380952381	0.03273809523809524	No
802.0	892.0	892.0		51.0	51.0	51.0	51.0	7.285714285714286	0.30357142857142855	0.15178571428571427	43.714285714285715	6.982142857142857	0.15178571428571427	No
				15.0	26.0	26.0	26.0	3.7142857142857144	0.15476190476190477	0.07738095238095238	11.285714285714285	3.5595238095238098	0.07738095238095238	No
				20.0	20.0	20.0	20.0	2.857142857142857	0.11904761904761904	0.05952380952380952	17.142857142857142	2.738095238095238	0.05952380952380952	No
				5.0	5.0	5.0	5.0	0.7142857142857143	0.02976190476190476	0.01488095238095238	4.285714285714286	0.6845238095238095	0.01488095238095238	No
	130.0			35.0	35.0	35.0	35.0	5.0	0.20833333333333334	0.10416666666666667	30.0	4.791666666666667	0.10416666666666667	No
				6.0	6.0	6.0	6.0	0.8571428571428571	0.03571428571428571	0.017857142857142856	5.142857142857143	0.8214285714285714	0.017857142857142856	No
				11.0	13.0	13.0	13.0	1.8571428571428572	0.07738095238095238	0.03869047619047619	9.142857142857142	1.7797619047619049	0.03869047619047619	No
				8.0	8.0	30.0	30.0	1.1428571428571428	0.17857142857142858	0.08928571428571429	6.857142857142858	0.9642857142857142	0.08928571428571429	No
149.0	426.0	426.0		25.0	56.0	63.0	69.0	8.0	0.375	0.1875	17.0	7.625	0.1875	Yes
2779.0	392148.0	477745.0	2660.0	21.0	21.0	38.0	38.0	3.0	0.2261904761904762	0.1130952380952381	18.0	2.7738095238095237	0.1130952380952381	No
1025.0				42.0	42.0	42.0	42.0	6.0	0.25	0.125	36.0	5.75	0.125	No
912.0				67.0	86.0	91.0	91.0	12.285714285714286	0.5416666666666666	0.2708333333333333	54.714285714285715	11.74404761904762	0.2708333333333333	No
				5.0	5.0	5.0	5.0	0.7142857142857143	0.02976190476190476	0.01488095238095238	4.285714285714286	0.6845238095238095	0.01488095238095238	No
4851.0	2897.0	5462.0	376.0	36.0	490.0	490.0	490.0	70.0	2.9166666666666665	1.4583333333333333	-34.0	67.08333333333333	1.4583333333333333	No
250.0	250.0	749.0		112.0	227.0	376.0	396.0	32.42857142857143	2.238095238095238	1.119047619047619	79.57142857142857	30.190476190476193	1.119047619047619	Yes
1693.0		9214.0		40.0	71.0	71.0	71.0	10.142857142857142	0.4226190476190476	0.2113095238095238	29.857142857142858	9.720238095238095	0.2113095238095238	No
				18.0	18.0	18.0	18.0	2.5714285714285716	0.10714285714285714	0.05357142857142857	15.428571428571429	2.4642857142857144	0.05357142857142857	No
133.0				3.0	3.0	3.0	3.0	0.42857142857142855	0.017857142857142856	0.008928571428571428	2.5714285714285716	0.4107142857142857	0.008928571428571428	No
			359817.0	11.0	38.0	71.0	71.0	5.428571428571429	0.4226190476190476	0.2113095238095238	5.571428571428571	5.005952380952381	0.2113095238095238	Yes
69675.0				26.0	26.0	26.0	26.0	3.7142857142857144	0.15476190476190477	0.07738095238095238	22.285714285714285	3.5595238095238098	0.07738095238095238	No
				6.0	6.0	6.0	6.0	0.8571428571428571	0.03571428571428571	0.017857142857142856	5.142857142857143	0.8214285714285714	0.017857142857142856	No
				16.0	16.0	16.0	16.0	2.2857142857142856	0.09523809523809523	0.047619047619047616	13.714285714285715	2.1904761904761902	0.047619047619047616	No
				16.0	16.0	16.0	16.0	2.2857142857142856	0.09523809523809523	0.047619047619047616	13.714285714285715	2.1904761904761902	0.047619047619047616	No
107291.0	107291.0	107437.0		15.0	34.0	187.0	187.0	4.857142857142857	1.1130952380952381	0.5565476190476191	10.142857142857142	3.7440476190476186	0.5565476190476191	No
				4.0	4.0	4.0	4.0	0.5714285714285714	0.023809523809523808	0.011904761904761904	3.428571428571429	0.5476190476190476	0.011904761904761904	No
90246.0	3210.0		711230.0	19.0	54.0	131.0	213.0	7.714285714285714	0.7797619047619048	0.3898809523809524	11.285714285714285	6.934523809523809	0.3898809523809524	No
301.0	301.0	77529.0		34.0	177.0	177.0	214.0	25.285714285714285	1.0535714285714286	0.5267857142857143	8.714285714285715	24.232142857142858	0.5267857142857143	No
630.0	630.0	630.0		19.0	19.0	90.0	90.0	2.7142857142857144	0.5357142857142857	0.26785714285714285	16.285714285714285	2.178571428571429	0.26785714285714285	No
				2.0	2.0	3.0	5.0	0.2857142857142857	0.017857142857142856	0.008928571428571428	1.7142857142857144	0.26785714285714285	0.008928571428571428	No
310.0				6.0	6.0	6.0	6.0	0.8571428571428571	0.03571428571428571	0.017857142857142856	5.142857142857143	0.8214285714285714	0.017857142857142856	No
				3.0	3.0	3.0	3.0	0.42857142857142855	0.017857142857142856	0.008928571428571428	2.5714285714285716	0.4107142857142857	0.008928571428571428	No
				13.0	13.0	13.0	13.0	1.8571428571428572	0.07738095238095238	0.03869047619047619	11.142857142857142	1.7797619047619049	0.03869047619047619	No
587.0				9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
1438.0	3899.0	4554.0	456481.0	46.0	118.0	246.0	246.0	16.857142857142858	1.4642857142857142	0.7321428571428571	29.142857142857142	15.392857142857144	0.7321428571428571	No
				9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
				20.0	20.0	20.0	20.0	2.857142857142857	0.11904761904761904	0.05952380952380952	17.142857142857142	2.738095238095238	0.05952380952380952	No
670.0	783.0	1091.0		50.0	50.0	50.0	51.0	7.142857142857143	0.2976190476190476	0.1488095238095238	42.857142857142854	6.845238095238096	0.1488095238095238	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
153.0	239.0			9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
				6.0	6.0	21.0	21.0	0.8571428571428571	0.125	0.0625	5.142857142857143	0.7321428571428571	0.0625	No
306.0		484.0		27.0	27.0	31.0	31.0	3.857142857142857	0.18452380952380953	0.09226190476190477	23.142857142857142	3.6726190476190474	0.09226190476190477	No
1092.0	1307.0	1801.0		51.0	190.0	305.0	358.0	27.142857142857142	1.8154761904761905	0.9077380952380952	23.857142857142858	25.327380952380953	0.9077380952380952	No
2663.0	2663.0	6000.0		81.0	176.0	242.0	346.0	25.142857142857142	1.4404761904761905	0.7202380952380952	55.85714285714286	23.702380952380953	0.7202380952380952	Yes
				1.0	1.0	1.0	1.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
321.0	1304.0		1053.0	67.0	111.0	264.0	327.0	15.857142857142858	1.5714285714285714	0.7857142857142857	51.14285714285714	14.285714285714286	0.7857142857142857	Yes
562.0				19.0	19.0	19.0	19.0	2.7142857142857144	0.1130952380952381	0.05654761904761905	16.285714285714285	2.6011904761904763	0.05654761904761905	No
				1.0	1.0	1.0	1.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
				1.0	1.0	1.0	1.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
				16.0	16.0	16.0	16.0	2.2857142857142856	0.09523809523809523	0.047619047619047616	13.714285714285715	2.1904761904761902	0.047619047619047616	No
				8.0	8.0	8.0	8.0	1.1428571428571428	0.047619047619047616	0.023809523809523808	6.857142857142858	1.0952380952380951	0.023809523809523808	No
				6.0	6.0	6.0	6.0	0.8571428571428571	0.03571428571428571	0.017857142857142856	5.142857142857143	0.8214285714285714	0.017857142857142856	No
				1.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	0.7142857142857143	0.2738095238095238	0.005952380952380952	No
				1.0	1.0	1.0	2.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
				3.0	3.0	3.0	3.0	0.42857142857142855	0.017857142857142856	0.008928571428571428	2.5714285714285716	0.4107142857142857	0.008928571428571428	No
				4.0	4.0	4.0	4.0	0.5714285714285714	0.023809523809523808	0.011904761904761904	3.428571428571429	0.5476190476190476	0.011904761904761904	No
183129.0	249085.0			8.0	8.0	192.0	219.0	1.1428571428571428	1.1428571428571428	0.5714285714285714	6.857142857142858	0.0	0.5714285714285714	Yes
				22.0	22.0	22.0	22.0	3.142857142857143	0.13095238095238096	0.06547619047619048	18.857142857142858	3.011904761904762	0.06547619047619048	No
517933.0	518079.0			2.0	2.0	26.0	26.0	0.2857142857142857	0.15476190476190477	0.07738095238095238	1.7142857142857144	0.13095238095238093	0.07738095238095238	No
196.0	196.0			29.0	53.0	75.0	75.0	7.571428571428571	0.44642857142857145	0.22321428571428573	21.42857142857143	7.125	0.22321428571428573	No
				8.0	8.0	8.0	8.0	1.1428571428571428	0.047619047619047616	0.023809523809523808	6.857142857142858	1.0952380952380951	0.023809523809523808	No
344530.0	346677.0	604030.0	430741.0	5.0	5.0	293.0	342.0	0.7142857142857143	1.744047619047619	0.8720238095238095	4.285714285714286	-1.0297619047619047	0.8720238095238095	No
				10.0	10.0	10.0	10.0	1.4285714285714286	0.05952380952380952	0.02976190476190476	8.571428571428571	1.369047619047619	0.02976190476190476	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
261.0	853.0	853.0		28.0	97.0	221.0	407.0	13.857142857142858	1.3154761904761905	0.6577380952380952	14.142857142857142	12.541666666666668	0.6577380952380952	Yes
				5.0	5.0	5.0	5.0	0.7142857142857143	0.02976190476190476	0.01488095238095238	4.285714285714286	0.6845238095238095	0.01488095238095238	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
				20.0	20.0	20.0	20.0	2.857142857142857	0.11904761904761904	0.05952380952380952	17.142857142857142	2.738095238095238	0.05952380952380952	No
4974.0	166300.0	173747.0		10.0	29.0	59.0	59.0	4.142857142857143	0.35119047619047616	0.17559523809523808	5.857142857142857	3.791666666666667	0.17559523809523808	No
169.0				14.0	14.0	14.0	14.0	2.0	0.08333333333333333	0.041666666666666664	12.0	1.9166666666666667	0.041666666666666664	No
				10.0	10.0	10.0	10.0	1.4285714285714286	0.05952380952380952	0.02976190476190476	8.571428571428571	1.369047619047619	0.02976190476190476	No
				2.0	2.0	2.0	2.0	0.2857142857142857	0.011904761904761904	0.005952380952380952	1.7142857142857144	0.2738095238095238	0.005952380952380952	No
	250245.0			1.0	3.0	366.0	367.0	0.42857142857142855	2.1785714285714284	1.0892857142857142	0.5714285714285714	-1.7499999999999998	1.0892857142857142	Yes
955.0	45660.0	45865.0		61.0	167.0	192.0	192.0	23.857142857142858	1.1428571428571428	0.5714285714285714	37.14285714285714	22.714285714285715	0.5714285714285714	No
				9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
			101.0	14.0	14.0	14.0	18.0	2.0	0.08333333333333333	0.041666666666666664	12.0	1.9166666666666667	0.041666666666666664	Yes
				3.0	3.0	3.0	3.0	0.42857142857142855	0.017857142857142856	0.008928571428571428	2.5714285714285716	0.4107142857142857	0.008928571428571428	No
204.0	456.0	64032.0	79704.0	65.0	673.0	1012.0	1012.0	96.14285714285714	6.023809523809524	3.011904761904762	-31.14285714285714	90.11904761904762	3.011904761904762	No
538.0				13.0	15.0	15.0	15.0	2.142857142857143	0.08928571428571429	0.044642857142857144	10.857142857142858	2.0535714285714284	0.044642857142857144	No
545.0	408.0	1103.0		38.0	38.0	38.0	38.0	5.428571428571429	0.2261904761904762	0.1130952380952381	32.57142857142857	5.2023809523809526	0.1130952380952381	No
				9.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	7.714285714285714	1.2321428571428572	0.026785714285714284	No
				14.0	14.0	14.0	14.0	2.0	0.08333333333333333	0.041666666666666664	12.0	1.9166666666666667	0.041666666666666664	No
1019.0	1841.0	1087.0		99.0	186.0	186.0	186.0	26.571428571428573	1.1071428571428572	0.5535714285714286	72.42857142857143	25.464285714285715	0.5535714285714286	No
285.0	285.0	1648.0		47.0	47.0	89.0	89.0	6.714285714285714	0.5297619047619048	0.2648809523809524	40.285714285714285	6.184523809523809	0.2648809523809524	No
	73556.0			14.0	16.0	40.0	40.0	2.2857142857142856	0.23809523809523808	0.11904761904761904	11.714285714285715	2.0476190476190474	0.11904761904761904	No
				8.0	8.0	8.0	8.0	1.1428571428571428	0.047619047619047616	0.023809523809523808	6.857142857142858	1.0952380952380951	0.023809523809523808	No
741.0	243094.0		64364.0	15.0	69.0	167.0	167.0	9.857142857142858	0.9940476190476191	0.49702380952380953	5.142857142857142	8.863095238095239	0.49702380952380953	Yes
				5.0	8.0	18.0	18.0	1.1428571428571428	0.10714285714285714	0.05357142857142857	3.857142857142857	1.0357142857142856	0.05357142857142857	No
				27.0	31.0	31.0	31.0	4.428571428571429	0.18452380952380953	0.09226190476190477	22.57142857142857	4.2440476190476195	0.09226190476190477	No
169.0			81188.0	24.0	92.0	107.0	107.0	13.142857142857142	0.6369047619047619	0.31845238095238093	10.857142857142858	12.50595238095238	0.31845238095238093	No
				1.0	1.0	1.0	1.0	0.14285714285714285	0.005952380952380952	0.002976190476190476	0.8571428571428572	0.1369047619047619	0.002976190476190476	No
				15.0	15.0	15.0	15.0	2.142857142857143	0.08928571428571429	0.044642857142857144	12.857142857142858	2.0535714285714284	0.044642857142857144	No
147.0	306.0	307.0		80.0	80.0	80.0	80.0	11.428571428571429	0.47619047619047616	0.23809523809523808	68.57142857142857	10.952380952380953	0.23809523809523808	No
				8.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	6.714285714285714	1.2321428571428572	0.026785714285714284	No
8367.0	8367.0	1204219.0	231.0	61.0	223.0	572.0	1080.0	31.857142857142858	3.4047619047619047	1.7023809523809523	29.142857142857142	28.452380952380953	1.7023809523809523	Yes
				8.0	9.0	9.0	9.0	1.2857142857142858	0.05357142857142857	0.026785714285714284	6.714285714285714	1.2321428571428572	0.026785714285714284	No
